Email,Empresa,Website,Industria,Tipo,Descripción,Estado,País,Fuente,Fecha
mcervantes@unibe.ac.cr,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,ASEFEMSA es una asociación solidarista que ofrece servicios financieros y de bienestar a sus miembro,NEW,CR,serper_search,2026-03-22 16:17
msanabria@fenixmkg.co.cr,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,ASEFEMSA es una asociación solidarista que ofrece servicios financieros y de bienestar a sus miembro,NEW,CR,serper_search,2026-03-22 16:17
info@vlscr.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,ASEFEMSA es una asociación solidarista que ofrece servicios financieros y de bienestar a sus miembro,NEW,CR,serper_search,2026-03-22 16:17
info@langcr.com,Lang & Asociados,https://www.langcr.com/content/la-asociacion-solidarista-como-un-beneficio-laboral-en-costa-rica/,legal,corporacion,"Firma de abogados costarricense que ofrece servicios legales especializados en bienes raíces, incorp",NEW,CR,serper_search,2026-03-22 16:17
servicioalcliente@asodavibank.cr,Asoscotiabank,https://asoscotiabank.com/site/?page=somos,finanzas,solidarista,Organización solidarista costarricense que promueve el desarrollo integral de sus asociados mediante,NEW,CR,serper_search,2026-03-22 16:16
aseinnova@innovaplant.com,ASEINNOVA,https://aseinnova.innovaplant.com/,finanzas,solidarista,"Asociación solidarista que vela por sus socios ofreciendo beneficios como excedentes, opciones de ah",NEW,CR,serper_search,2026-03-22 16:13
info@asecargill.com,ASECargill,http://www.asecargill.com/,finanzas,solidarista,ASECargill es una asociación solidarista que ofrece servicios financieros y complementarios a sus af,NEW,CR,serper_search,2026-03-22 15:59
recepcion@asecargill.com,ASECargill,http://www.asecargill.com/,finanzas,solidarista,ASECargill es una asociación solidarista que ofrece servicios financieros y complementarios a sus af,NEW,CR,serper_search,2026-03-22 15:59
financiero@adepcr.org,ADEP,http://www.adepcr.org/centros_recreo.html#heredia,otro,solidarista,Organización gremial y solidarista que representa los intereses del magisterio costarricense. Ofrece,NEW,CR,serper_search,2026-03-22 15:59
secretarial@adepcr.org,ADEP,http://www.adepcr.org/centros_recreo.html#heredia,otro,solidarista,Organización gremial y solidarista que representa los intereses del magisterio costarricense. Ofrece,NEW,CR,serper_search,2026-03-22 15:59
gremiales@adepcr.org,ADEP,http://www.adepcr.org/centros_recreo.html#heredia,otro,solidarista,Organización gremial y solidarista que representa los intereses del magisterio costarricense. Ofrece,NEW,CR,serper_search,2026-03-22 15:59
servicio@adepcr.org,ADEP,http://www.adepcr.org/centros_recreo.html#heredia,otro,solidarista,Organización gremial y solidarista que representa los intereses del magisterio costarricense. Ofrece,NEW,CR,serper_search,2026-03-22 15:59
lporras@qvivaresorts.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,"ASEFEMSA es una organización solidarista que ofrece servicios financieros a sus miembros, incluyendo",NEW,CR,serper_search,2026-03-22 15:58
erivera@villalapas.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,"ASEFEMSA es una organización solidarista que ofrece servicios financieros a sus miembros, incluyendo",NEW,CR,serper_search,2026-03-22 15:58
cina.aseviaco2@colon.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
cina.aseviaco@colon.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ssolis@asoutn.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
una.cr4032-28808708-0518info@aseuned.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
jalvarez@asouna.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
n71shernandezb@abonosagro.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
soseam@ucimed.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
so.sykes@sykes.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
erviciocliente@asosejud.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
cobro.deposito@asepani.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ahorro.credito@asepani.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
administracion@asepani.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
cina1@asominae.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
cina@asominae.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
info@asemag.co.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
info@asemigra.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
administracion@asemigra.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
caciones@ecommerce.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
info@mallsolidarista.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
servicioalcliente@asoels.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
jessica.hidalgo@kcc.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
hpe.com2000-18942000-73932000-64362279-05152278-0512gregory.quesada@kcc.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
aseg-q.com2547-77037012-4940marianella.saborio-porras@hpe.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
crnubia.monge@aseg-q.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
edgar.loaiciga@asegip.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
m2519-01782519-05842519-02548832-4653aso.asegip@gmail.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
asodokka@grupodokka.co,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
mibarra@grupodokka.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
dhernandez@grupodokka.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nfo@asemopt.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ervicioalasociado@asemdlz.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
somatra@matra.co.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nfo@asenacsa.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
sociados@asoirex.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
sintel@intel.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
setec@itcr.ac.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
seinder@inder.go.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
seincaecr@incae.edu,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
semina@ina.ac.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
soindia@grupoindianapolis.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nforma@asefyl.or.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
gestor@aseepa.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
solidarismo.or.cr2106-76508738-3181credito@aseepa.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
tcrelsie.morales@kof.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
info@asobcd.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
administracion@asobcd.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nicos2236-66678322-0830asociacion@asobancosta.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
aseandecr@gmail.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
asoamazon.comaseande@ande.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
servicioalasociado@asoamazon.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
mendez.miguel@aseallergan.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
residencia@fedeal.net,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ercadeo.fecasppri@fecasppri.org,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
sefut@fedefutbol.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
sociacion@asadem.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nfo@asecruc.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ervicioalcliente@asoecorr.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
seconcentrix@concentrix.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ervicioalasociado@aseccss.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nfo@asecargill.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
secubo@bomberos.go.cr,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ervicioalcliente@asebaxter.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
ervicioalasociado@asebanacio.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
nfo@asegire.com,,https://es.scribd.com/document/743965726/Asociaciones-Solidaristas-CR-Lista-Cesar,,otro,Documento que contiene un listado de asociaciones solidaristas en Costa Rica con información de cont,NEW,CR,serper_search,2026-03-22 15:56
info@asegrupoholcimcr.com,AseGrupoHolcim,https://www.asegrupoholcimcr.com/,finanzas,solidarista,Asociación Solidarista de Empleados de Holcim (Costa Rica) S.A. y Afines. Organización social que br,NEW,CR,serper_search,2026-03-22 15:53
jupema@juntadepensiones.cr,JUPEMA (Junta de Pensiones del Magisterio Nacional),https://www.juntadepensiones.cr/contenido/asociacion-solidarista,finanzas,gobierno,Institución que administra sistemas de pensiones para el magisterio nacional de Costa Rica. Ofrece r,NEW,CR,serper_search,2026-03-22 15:53
mauricio.rodriguezgonzalez@bsci.com,ASEBoston,https://aseboston.com/contacto,finanzas,solidarista,"ASEBoston es una asociación solidarista que ofrece planes de ahorro, créditos, gestión en línea y di",NEW,CR,serper_search,2026-03-22 15:52
conveniosaseboston@bsci.com,ASEBoston,https://aseboston.com/contacto,finanzas,solidarista,"ASEBoston es una asociación solidarista que ofrece planes de ahorro, créditos, gestión en línea y di",NEW,CR,serper_search,2026-03-22 15:52
contabilidad@aseboston.com,ASEBoston,https://aseboston.com/contacto,finanzas,solidarista,"ASEBoston es una asociación solidarista que ofrece planes de ahorro, créditos, gestión en línea y di",NEW,CR,serper_search,2026-03-22 15:52
infoaseboston@bsci.com,ASEBoston,https://aseboston.com/contacto,finanzas,solidarista,"ASEBoston es una asociación solidarista que ofrece planes de ahorro, créditos, gestión en línea y di",NEW,CR,serper_search,2026-03-22 15:52
sugerencias@aseimocr.net,Aseimo - Asociación Solidarista Empleados de Monge,http://www.aseimocr.net/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros a sus afiliados incluyendo ahorros, créditos",NEW,CR,serper_search,2026-03-22 15:50
info@asoutn.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
juntadirectiva@asoutn.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
jjflores@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
jvalverde@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
gabarca@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
virias@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
cdelgado@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
rarroyo@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
apbarrantes@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
mbonilla@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
imarin@utn.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
clinicadentalasodent@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
catalina.avila.salazar89@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
mgarita@tec.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
smolina@gmhospitality.net,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
info@opticacv.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
info@mundoteconline.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
gntiendadeportiva@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
servicioalcliente@opticaeconomica.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
info@dlujofloristeria.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
hansalvarez61@hotmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
ogamboa@medilukes.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
fumihogaryjardin@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
amontoya@ponderosacostarica.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
servicio.cdc@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
ventas1@tilajari.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
andres_amora@unicomer.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
ycarballo@munkel.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
asotienda@ecommerce.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
ventas4.cr@barcelo.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservations@bahiadelsolhotel.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
contactus@villassol.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
devonnie.peraza@fiestaresort.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservations.drelm@dreamsresorts.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
corporativo@hotelpuntaleona.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
laurapiedra0421@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservations.cr@rainforestadventure.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
